local_artist,local_book,local_count,s3_artist,s3_book,s3_count,common_files,local_only,s3_only,match_pct,count_diff_pct,quality
Jimmy Buffet,Jimmy Buffett - Fruitcakes _PVG Book_,9,Jimmy Buffet,Jimmy Buffett - Fruitcakes [pvg Book],9,9,0,0,1.000,0.000,PERFECT
Joe Cocker,Joe Cocker - Best Of,16,Joe Cocker,Best Of,16,16,0,0,1.000,0.000,PERFECT
Joe Cocker,Joe Cocker - Mad Dogs And Englishmen _Book_,16,Joe Cocker,Mad Dogs And Englishmen [book],16,16,0,0,1.000,0.000,PERFECT
Joe Cocker,Joe Cocker - Songbook,1,Joe Cocker,Songbook,1,1,0,0,1.000,0.000,PERFECT
John Denver,John Denver - Anthology,53,John Denver,Anthology,53,53,0,0,1.000,0.000,PERFECT
John Denver,John Denver - Anthology _PVG_,53,John Denver,Anthology [pvg],53,53,0,0,1.000,0.000,PERFECT
John Denver,John Denver - Back Home Again,18,John Denver,Best Of [easy Piano],18,18,0,0,1.000,0.000,PERFECT
John Denver,John Denver - Best Of _Easy Piano_,18,,,0,0,18,0,0.000,1.000,NO_MATCH
John Denver,John Denver - I Want To Live _PVG Book_,11,John Denver,I Want To Live [pvg Book],11,11,0,0,1.000,0.000,PERFECT
John Denver,John Denver - The Authentic Guitar Style Of,12,John Denver,The Authentic Guitar Style Of,12,12,0,0,1.000,0.000,PERFECT
John Lennon,John Lennon - Collection,3,,,0,0,3,0,0.000,1.000,NO_MATCH
John Lennon,John Lennon - Greatest Hits,15,John Lennon,Greatest Hits,15,15,0,0,1.000,0.000,PERFECT
Joni Mitchell,Joni Mitchell - The Best Of _PVG_,10,Joni Mitchell,The Best Of [pvg],10,10,0,0,1.000,0.000,PERFECT
Joni Mitchell,Joni Mitchell Songbook Complete Vol1 1966-1970,28,Joni Mitchell,Joni Mitchell Songbook Complete Vol1 1966-1970,28,28,0,0,1.000,0.000,PERFECT
Journey,Journey - Complete,68,Journey,Complete Songbook,68,68,0,0,1.000,0.000,PERFECT
Journey,Journey - Complete Songbook,68,Journey,Complete,68,68,0,0,1.000,0.000,PERFECT
Journey,Journey - Frontiers _Jap Band Score_,1,Journey,Frontiers [jap Band Score],1,1,0,0,1.000,0.000,PERFECT
Journey,Journey - Greatest Hits,6,Journey,Greatest Hits,6,6,0,0,1.000,0.000,PERFECT
Journey,Journey - Greatest Hits _Book_,5,Journey,Greatest Hits (book),5,5,0,0,1.000,0.000,PERFECT
Journey,Journey - Superbest _Jap Band Score_,15,Journey,Superbest [jap Band Score],15,15,0,0,1.000,0.000,PERFECT
Journey,Journey - The Guitar Collection,16,,,0,0,16,0,0.000,1.000,NO_MATCH
Judy Garland,Judy Garland - Songbook,13,Judy Garland,Songbook,13,13,0,0,1.000,0.000,PERFECT
Katy Perry,Katy Perry - One Of The Boys _PVG Book_,12,Katy Perry,One Of The Boys [pvg Book],12,12,0,0,1.000,0.000,PERFECT
Kelly Clarkson,Kelly Clarkson - Breakaway _Book_,5,Kelly Clarkson,Kelly Clarkson - Breakaway (book),4,4,1,0,0.800,0.200,PARTIAL
Kenny Rogers,Kenny Rogers - Love Or Something Like It _Book_,10,Kenny Rogers,Love Or Something Like It [book],10,10,0,0,1.000,0.000,PERFECT
Kinks,Kinks - Best Of The Kinks _Score_,12,Kinks,Best Of The Kinks [score],12,12,0,0,1.000,0.000,PERFECT
Kinks,Kinks - Best Of _Score_,9,Kinks,Kinks - Best Of [score],9,9,0,0,1.000,0.000,PERFECT
Kinks,Kinks - Great Songs Of Kinks,8,Kinks,Great Songs Of Kinks,8,8,0,0,1.000,0.000,PERFECT
Kinks,Kinks - Guitar Legends [Tab],9,Kinks,Guitar Legends [guitar],9,9,0,0,1.000,0.000,PERFECT
Kinks,Kinks - Guitar Legends _Guitar_,9,Kinks,Guitar Legends [tab],9,9,0,0,1.000,0.000,PERFECT
Kinks,Kinks - Guitar Legends _Tab_,9,Kinks,Kinks - Guitar Legends [tab],9,9,0,0,1.000,0.000,PERFECT
Kinks,Kinks - Jam With The Kinks _Tab_,8,Kinks,Jam With The Kinks [tab],8,8,0,0,1.000,0.000,PERFECT
Led Zepplin,Led Zeppelin - Led Zeppelin II,1,Led Zepplin,Led Zeppelin - Led Zeppelin Ii,1,1,0,0,1.000,0.000,PERFECT
Led Zepplin,Led Zeppelin - Over The Hills And Far Away _PVG_,1,Led Zepplin,Led Zeppelin - Over The Hills And Far Away [pvg],1,1,0,0,1.000,0.000,PERFECT
Lynyrd Skynyrd,Lynyrd Skynyrd - The New Best Of _Guitar Tab_,10,,,0,0,10,0,0.000,1.000,NO_MATCH
Meatloaf,MeatLoaf - Bat Out Of Hell,3,,,0,0,3,0,0.000,1.000,NO_MATCH
Melissa Etheridge,Melissa Etheridge - Songbook,10,Melissa Etheridge,Songbook,10,10,0,0,1.000,0.000,PERFECT
Michael Jackson,Michael Jackson - Great Songs Of _PVG_,10,Michael Jackson,Great Songs Of [pvg],10,10,0,0,1.000,0.000,PERFECT
Michael Jackson,Michael Jackson - Number Ones,18,Michael Jackson,Number Ones [book],18,18,0,0,1.000,0.000,PERFECT
Michael Jackson,Michael Jackson - Number Ones _Book_,18,Michael Jackson,Number Ones,18,18,0,0,1.000,0.000,PERFECT
Michael Jackson,Michael Jackson - The Great Songs Of,10,Michael Jackson,The Great Songs Of,10,10,0,0,1.000,0.000,PERFECT
Michael Jackson,Michael Jackson - Thriller _The Complete Song Book_,10,Michael Jackson,Thriller (the Complete Song Book),10,10,0,0,1.000,0.000,PERFECT
Monkees,Monkees - Greatest Hits,11,Monkees,Greatest Hits,11,11,0,0,1.000,0.000,PERFECT
Moody Blues,Moody Blues - Greatest Hits _PVG_,11,Moody Blues,Greatest Hits [pvg],11,11,0,0,1.000,0.000,PERFECT
Moody Blues,Moody Blues - Keys Of Kingdom _Band Score_,12,Moody Blues,Keys Of Kingdom [band Score],12,12,0,0,1.000,0.000,PERFECT
Neil Diamond,Neil Diamond - The Essential Neil Diamond,40,Neil Diamond,The Essential Neil Diamond,40,40,0,0,1.000,0.000,PERFECT
Neil Young,Neil Young - After The Goldrush _PVG Book_,10,Neil Young,After The Goldrush [pvg Book],10,10,0,0,1.000,0.000,PERFECT
Neil Young,Neil Young - Decade,22,Neil Young,Decade [pvg Book],22,22,0,0,1.000,0.000,PERFECT
Neil Young,Neil Young - Decade _PVG Book_,22,Neil Young,Decade,22,22,0,0,1.000,0.000,PERFECT
Neil Young,Neil Young - Greatest Hits _Guitar Tab_,15,Neil Young,Greatest Hits [guitar Tab],15,15,0,0,1.000,0.000,PERFECT
Neil Young,Neil Young - Harvest Moon _Guitar Tab_,10,Neil Young,Harvest Moon [guitar Tab],10,10,0,0,1.000,0.000,PERFECT
Neil Young,Neil Young - Harvest _Score_,10,Neil Young,Harvest [score],10,10,0,0,1.000,0.000,PERFECT
Neil Young,Neil Young - The Best Of Neil Young _PVG Book_,9,Neil Young,The Best Of Neil Young [pvg Book],9,9,0,0,1.000,0.000,PERFECT
Night Ranger,Seven Wishes _jap Score_,10,Night Ranger,Night Ranger - Seven Wishes _jap Score_,10,10,0,0,1.000,0.000,PERFECT
Paul Mccartney,Paul McCartney - All The Best,22,Paul Mccartney,All The Best,22,22,0,0,1.000,0.000,PERFECT
Paul Mccartney,Paul McCartney - Flowers In The Dirt,14,Paul Mccartney,Flowers In The Dirt,14,14,0,0,1.000,0.000,PERFECT
Paul Mccartney,Paul McCartney - Press To Play,14,Paul Mccartney,Press To Play,14,14,0,0,1.000,0.000,PERFECT
Paul Mccartney,Paul McCartney - Ram,10,Paul Mccartney,Ram,10,10,0,0,1.000,0.000,PERFECT
Paul Mccartney,Paul Mccartney - Chaos And Creation In The Backyard _PVG Book_,13,Paul Mccartney,Chaos And Creation In The Backyard [pvg Book],13,13,0,0,1.000,0.000,PERFECT
Paul Mccartney,Paul Mccartney - Tripping The Live Fantastic _PVG Book_,38,Paul Mccartney,Tripping The Live Fantastic [pvg Book],38,38,0,0,1.000,0.000,PERFECT
Paul Mccartney,Paul Mccartney - Tug Of War _PVG Book_,11,Paul Mccartney,Tug Of War [pvg Book],11,11,0,0,1.000,0.000,PERFECT
Paul Simon,Paul Simon - Anthology,49,Paul Simon,Anthology,49,49,0,0,1.000,0.000,PERFECT
Paul Simon,Simon And Garfunkels Greatest Hits,14,Paul Simon,Simon & Garfunkel's Greatest Hits,14,14,0,0,1.000,0.000,PERFECT
Peter Frampton,Peter Frampton - The Best Of _Guitar Tab_,11,Peter Frampton,The Best Of [guitar Tab],11,11,0,0,1.000,0.000,PERFECT
Pink Floyd,Pink Floyd - Anthology - p110-175,1,Pink Floyd,Anthology - P110-175,1,1,0,0,1.000,0.000,PERFECT
Pink Floyd,Pink Floyd - Anthology - p58-109,1,Pink Floyd,Anthology - P58-109,1,1,0,0,1.000,0.000,PERFECT
Pink Floyd,Pink Floyd - Anthology _PVG_,38,Pink Floyd,Anthology (book),38,38,0,0,1.000,0.000,PERFECT
Pink Floyd,Pink Floyd - Anthology _book_,38,Pink Floyd,Anthology [pvg],38,38,0,0,1.000,0.000,PERFECT
Pink Floyd,Pink Floyd - Dark Side Of The Moon,1,Pink Floyd,Dark Side Of The Moon (2),1,1,0,0,1.000,0.000,PERFECT
Pink Floyd,Pink Floyd - Dark Side Of The Moon _2_,1,Pink Floyd,Dark Side Of The Moon [pvg],1,1,0,0,1.000,0.000,PERFECT
Pink Floyd,Pink Floyd - Dark Side Of The Moon _PVG_,1,Pink Floyd,Dark Side Of The Moon,1,1,0,0,1.000,0.000,PERFECT
Pink Floyd,Pink Floyd - Pink Floyd Songbook,10,Pink Floyd,Pink Floyd - Pink Floyd Songbook,10,10,0,0,1.000,0.000,PERFECT
Pink Floyd,Pink Floyd - The Wall _PVG_,23,Pink Floyd,The Wall [pvg],23,23,0,0,1.000,0.000,PERFECT
Pink Floyd,Pink Floyd - Wish You Were Here,11,Pink Floyd,Wish You Were Here,11,11,0,0,1.000,0.000,PERFECT
Pink Floyd,Pink Floyd - Wish You Were Here _PVG_,12,Pink Floyd,Wish You Were Here [pvg],12,12,0,0,1.000,0.000,PERFECT
Pink,Pink - Funhouse _PVG_,1,Pink,Funhouse [pvg],1,1,0,0,1.000,0.000,PERFECT
Pink,Pink - Im Not Dead _PVG Book_,10,Pink,I'm Not Dead [pvg Book],10,10,0,0,1.000,0.000,PERFECT
Pink,Pink - Missundaztood _PVG Book_,1,Pink,Missundaztood [pvg Book],1,1,0,0,1.000,0.000,PERFECT
Police,Police - The Great Songs Of The Police,12,Police,The Great Songs Of The Police,12,12,0,0,1.000,0.000,PERFECT
Pretenders,Pretenders - Best Of Pretenders,16,Pretenders,Best Of Pretenders,16,16,0,0,1.000,0.000,PERFECT
Prince,Prince - Purple Rain _Score_,1,Prince,Purple Rain [score],1,1,0,0,1.000,0.000,PERFECT
Queen,Queen - Deluxe Anthology _PVG_,1,Queen,Deluxe Anthology [pvg],1,1,0,0,1.000,0.000,PERFECT
Queen,Queen - Greatest Hits,1,Queen,Greatest Hits,1,1,0,0,1.000,0.000,PERFECT
Queen,Queen - Greatest Hits 1 _Score_,16,Queen,Greatest Hits 1 [score],16,16,0,0,1.000,0.000,PERFECT
Queen,Queen - Greatest Hits II _PVG_,17,Queen,Greatest Hits Ii [pvg],17,17,0,0,1.000,0.000,PERFECT
Queen,Queen - Hit Songs,22,Queen,Hit Songs,22,22,0,0,1.000,0.000,PERFECT
Randy Newman,Randy Newman - Collection,1,Randy Newman,Collection,1,1,0,0,1.000,0.000,PERFECT
Reo Speedwagon,REO Speedwagon - Good Trouble,1,Reo Speedwagon,Good Trouble,1,1,0,0,1.000,0.000,PERFECT
Reo Speedwagon,REO Speedwagon - Hi Infidelity,1,Reo Speedwagon,Hi Infidelity,1,1,0,0,1.000,0.000,PERFECT
Reo Speedwagon,REO Speedwagon - Life As We Know It,4,Reo Speedwagon,Reo Speedwagon - Life As We Know It,4,4,0,0,1.000,0.000,PERFECT
Reo Speedwagon,REO Speedwagon - The Hits,12,Reo Speedwagon,The Hits,12,12,0,0,1.000,0.000,PERFECT
Rod Stewart,Rod Stewart - The Great American Songbook,16,Rod Stewart,The Great American Songbook,16,16,0,0,1.000,0.000,PERFECT
Rolling Stones,Rolling Stones - Best Of Rolling Stones 1963-1973 Piano Songbook,20,Rolling Stones,Best Of Rolling Stones 1963-1973 Piano Songbook,20,20,0,0,1.000,0.000,PERFECT
Rolling Stones,Rolling Stones - Let It Bleed _Guitar Tab_,9,Rolling Stones,Let It Bleed [guitar Tab],9,9,0,0,1.000,0.000,PERFECT
Rolling Stones,Rolling Stones - Sticky Fingers _Score_,10,Rolling Stones,Sticky Fingers [score],10,10,0,0,1.000,0.000,PERFECT
Roy Orbison,Roy Orbison - Greatest Hits,19,Roy Orbison,Greatest Hits,19,19,0,0,1.000,0.000,PERFECT
Santana,Santana - Off The Record,8,Santana,Off The Record,8,8,0,0,1.000,0.000,PERFECT
Scott Joplin,Scott Joplin - The Best Of,17,Scott Joplin,The Best Of,17,17,0,0,1.000,0.000,PERFECT
Shania Twain,Shania Twain - Greatest Hits,21,Shania Twain,Greatest Hits,21,21,0,0,1.000,0.000,PERFECT
Shania Twain,Shania Twain - Up _PVG Book_,20,Shania Twain,Up! [pvg Book],20,20,0,0,1.000,0.000,PERFECT
Sheryl Crow,Sheryl Crow - Tuesday Night Music Club _PVG Book_,11,Sheryl Crow,Tuesday Night Music Club [pvg Book],11,11,0,0,1.000,0.000,PERFECT
Sheryl Crow,Sheryl Crow - Very Best,17,Sheryl Crow,Very Best,17,17,0,0,1.000,0.000,PERFECT
Spice Girls,Spice Girls - Greatest Hits,11,Spice Girls,Greatest Hits,11,11,0,0,1.000,0.000,PERFECT
Steely Dan,Steely Dan - The Best,23,Steely Dan,Steely Dan - The Best,23,23,0,0,1.000,0.000,PERFECT
Steve Miller Band,Steve Miller Band - 13 Biggest Hits,13,Steve Miller Band,13 Biggest Hits,13,13,0,0,1.000,0.000,PERFECT
Steve Miller Band,Steve Miller Band - Rock Best Hits _Jap Score_,8,Steve Miller Band,Rock Best Hits [jap Score],8,8,0,0,1.000,0.000,PERFECT
Steve Winwood,Steve Winwood - Arc Of A Diver _PVG Book_,7,Steve Winwood,Arc Of A Diver [pvg Book],7,7,0,0,1.000,0.000,PERFECT
Steve Winwood,Steve Winwood - The Great Songs Of,8,Steve Winwood,The Great Songs Of,8,8,0,0,1.000,0.000,PERFECT
Supertramp,Supertramp - Anthology,2,Supertramp,Anthology,2,2,0,0,1.000,0.000,PERFECT
Supertramp,Supertramp - Breakfast In America _PVG Book_,10,Supertramp,Breakfast In America [pvg Book],10,10,0,0,1.000,0.000,PERFECT
Supertramp,Supertramp - Crime Of The Century _Book_,8,Supertramp,Crime Of The Century [book],8,8,0,0,1.000,0.000,PERFECT
Survivor,Survivor - Greatest Hits,10,Survivor,Greatest Hits,10,10,0,0,1.000,0.000,PERFECT
Taylor Swift,Taylor Swift - Best Of _Easy Piano_,12,Taylor Swift,Best Of [easy Piano],12,12,0,0,1.000,0.000,PERFECT
Taylor Swift,Taylor Swift - Fearless _PVG Book_,16,Taylor Swift,Fearless [pvg Book],16,16,0,0,1.000,0.000,PERFECT
Taylor Swift,Taylor Swift - Speak Now _PVG Book_,14,Taylor Swift,Speak Now [pvg Book],14,14,0,0,1.000,0.000,PERFECT
Taylor Swift,Taylor Swift - Taylor Swift,11,Taylor Swift,Taylor Swift [guitar Compilation],11,11,0,0,1.000,0.000,PERFECT
Taylor Swift,Taylor Swift - Taylor Swift _Guitar Compilation_,11,Taylor Swift,Taylor Swift,11,11,0,0,1.000,0.000,PERFECT
The Band,Band - Northern Lights Southern Cross _PVG_,8,The Band,Band - Northern Lights Southern Cross [pvg],8,8,0,0,1.000,0.000,PERFECT
The Band,Band - Stage Fright _PVG_,9,The Band,Band - Stage Fright [pvg],11,9,0,2,1.000,0.222,PARTIAL
The Band,The Band - Rock Of Ages _PVG Book_,8,The Band,Rock Of Ages [pvg Book],8,8,0,0,1.000,0.000,PERFECT
The Band,The Band - The Band And Music From Big Pink,21,The Band,The Band And Music From Big Pink,21,21,0,0,1.000,0.000,PERFECT
Tom Lehrer,Tom Lehrer - Book Covers,1,Tom Lehrer,Tom Lehrer - Book Covers,1,1,0,0,1.000,0.000,PERFECT
Tom Lehrer,Tom Lehrer - Too Many Songs _PVC Book_,32,Tom Lehrer,Tom Lehrer - Too Many Songs [pvc Book],32,32,0,0,1.000,0.000,PERFECT
Tom Waits,Anthology,29,Tom Waits,Anthology,29,29,0,0,1.000,0.000,PERFECT
Tom Waits,Tom Waits - Anthology,24,Tom Waits,Tom Waits - Anthology,24,24,0,0,1.000,0.000,PERFECT
Tom Waits,Tom Waits - Tom Waits Anthology,7,Tom Waits,Tom Waits - Tom Waits Anthology,7,7,0,0,1.000,0.000,PERFECT
Tori Amos,Tori Amos - _Book_ Anthology,25,Tori Amos,[book] Anthology,25,25,0,0,1.000,0.000,PERFECT
Toto,Toto - Best of,5,Toto,Best Of,5,5,0,0,1.000,0.000,PERFECT
Toto,Toto - Collection,13,Toto,Past To Present [book],13,13,0,0,1.000,0.000,PERFECT
Toto,Toto - Past To Present _Book_,13,,,0,0,13,0,0.000,1.000,NO_MATCH
Traveling Wilburys,Traveling Wilburys - Volume 1,1,Traveling Wilburys,Volume 1,1,1,0,0,1.000,0.000,PERFECT
Van Morrison,Van Morrison - Anthology,25,Van Morrison,Anthology,25,25,0,0,1.000,0.000,PERFECT
Van Morrison,Van Morrison - Anthology _2_,21,Van Morrison,Anthology (2),21,21,0,0,1.000,0.000,PERFECT
Van Morrison,Van Morrison - Back On Top _Book_,10,Van Morrison,Back On Top [book],10,10,0,0,1.000,0.000,PERFECT
Van Morrison,Van Morrison - Days Like These _Book_,2,Van Morrison,Days Like These (book),2,2,0,0,1.000,0.000,PERFECT
Various Artists,Adult Contemporary Hits Of The Nineties,30,Various Artists,Adult Contemporary Hits Of The Nineties,30,30,0,0,1.000,0.000,PERFECT
Various Artists,Various Artists - 100 Songs For Kids - _Easy Guitar Songbook_,99,Various Artists,100 Songs For Kids - (easy Guitar Songbook),99,97,2,2,0.980,0.000,EXCELLENT
Various Artists,Various Artists - 50 Platinum Country Hits,50,Various Artists,50 Platinum Country Hits,50,50,0,0,1.000,0.000,PERFECT
Various Artists,Various Artists - 50s And 60s,81,,,0,0,81,0,0.000,1.000,NO_MATCH
Various Artists,Various Artists - 557 Standards _Sheet Music - Piano__2_,345,Various Artists,557 Standards (sheet Music - Piano)(2),345,345,0,0,1.000,0.000,PERFECT
Various Artists,Various Artists - 62 Stars 62 Hits _60s Compilation_,61,Various Artists,62 Stars 62 Hits [60's Compilation],55,50,11,5,0.820,0.098,PARTIAL
Various Artists,Various Artists - 70s Collection - _57pp_,18,,,0,0,18,0,0.000,1.000,NO_MATCH
Various Artists,Various Artists - 70s Hits _Easy Piano_,20,Various Artists,70's Hits [easy Piano],20,20,0,0,1.000,0.000,PERFECT
Various Artists,Various Artists - Adult Contemporary Hits Of The Nineties,1,Various Artists,Various Artists - Adult Contemporary Hits Of The Nineties,10,1,0,9,1.000,9.000,PARTIAL
Various Artists,Various Artists - All Time Best Collection Vol 3,18,Various Artists,All Time Best Collection Vol 3,18,18,0,0,1.000,0.000,PERFECT
Various Artists,Various Artists - Best In Country Sheet Music,26,Various Artists,Best In Country Sheet Music,26,26,0,0,1.000,0.000,PERFECT
Various Artists,Various Artists - Best Of 80s Rock _PVG_,33,Various Artists,Best Of 80s Rock [pvg],29,26,7,3,0.788,0.121,POOR
Various Artists,Various Artists - Best Of The 70s And 80s _Solo Piano_,17,Various Artists,Best Of The 70s & 80s [solo Piano],17,17,0,0,1.000,0.000,PERFECT
Various Artists,Various Artists - Best Rock Songs 2000-2005,36,,,0,0,36,0,0.000,1.000,NO_MATCH
Various Artists,Various Artists - Biggest Pop Hits 1996-1997,36,,,0,0,36,0,0.000,1.000,NO_MATCH
Various Artists,Various Artists - Chart Hits 01-02,25,,,0,0,25,0,0.000,1.000,NO_MATCH
Various Artists,Various Artists - Chart Hits 04-05,19,Various Artists,Chart Hits 04-05,20,19,0,1,1.000,0.053,GOOD
Various Artists,Various Artists - Chart Hits 98-99,26,Various Artists,Chart Hits 98-99,26,26,0,0,1.000,0.000,PERFECT
Various Artists,Various Artists - Classic Rock - 73 songs,73,Various Artists,Classic Rock - 73 Songs,73,73,0,0,1.000,0.000,PERFECT
Various Artists,Various Artists - Collection Of Country Music,72,Various Artists,Collection Of Country Music,72,72,0,0,1.000,0.000,PERFECT
Various Artists,Various Artists - Complete Piano Player Easy Blues _22 songs_,21,Various Artists,Complete Piano Player Easy Blues (22 Songs),21,21,0,0,1.000,0.000,PERFECT
Various Artists,Various Artists - Country Classics _PVG_,54,Various Artists,Country Classics [pvg],49,45,9,4,0.833,0.093,PARTIAL
Various Artists,Various Artists - Even More Songs Of The Eighties _PVG_,39,Various Artists,Even More Songs Of The Eighties [pvg],39,39,0,0,1.000,0.000,PERFECT
Various Artists,Various Artists - Golden Era Of Rock And Roll _grab it_,100,Various Artists,Golden Era Of Rock And Roll (grab It!),99,98,2,1,0.980,0.010,EXCELLENT
Various Artists,Various Artists - Great Bands Of The 60s _PVG Book_,25,Various Artists,Great Bands Of The 60s [pvg Book],25,25,0,0,1.000,0.000,PERFECT
Various Artists,Various Artists - Great Bands Of The 70s _PVG Book_,20,Various Artists,Great Bands Of The 70s [pvg Book],20,20,0,0,1.000,0.000,PERFECT
Various Artists,Various Artists - Great Big Book Of Childrens Songs,73,Various Artists,Great Big Book Of Children's Songs,73,73,0,0,1.000,0.000,PERFECT
Various Artists,Various Artists - Great Country Collection,14,Various Artists,Great Country Collection,14,14,0,0,1.000,0.000,PERFECT
Various Artists,Various Artists - Great Songs Of The 70s _Guitar Tab_,30,Various Artists,Great Songs Of The 70s [guitar Tab],30,30,0,0,1.000,0.000,PERFECT
Various Artists,Various Artists - Greatest Hits Of 2004-2005,59,Various Artists,Greatest Hits Of 2004-2005,60,59,0,1,1.000,0.017,EXCELLENT
Various Artists,Various Artists - Greatest Love Songs Of 80s,25,Various Artists,Greatest Love Songs Of 80s,25,25,0,0,1.000,0.000,PERFECT
Various Artists,Various Artists - Greatest Love Songs Of The 60s,25,Various Artists,Greatest Love Songs Of The 60s,25,25,0,0,1.000,0.000,PERFECT
Various Artists,Various Artists - Greatest Love Songs Of The 70s,26,Various Artists,Greatest Love Songs Of The 70s,26,26,0,0,1.000,0.000,PERFECT
Various Artists,Various Artists - Greatest Love Songs Of The 80s,25,Various Artists,Greatest Love Songs Of The 80s,25,25,0,0,1.000,0.000,PERFECT
Various Artists,Various Artists - Heavy Metal Vol III,13,Various Artists,Heavy Metal Vol. Iii,13,13,0,0,1.000,0.000,PERFECT
Various Artists,Various Artists - Heavy Rock Hits Of The 80s _PVG_,20,Various Artists,Heavy Rock Hits Of The 80s [pvg],20,20,0,0,1.000,0.000,PERFECT
Various Artists,Various Artists - History Of Rock - Late 80s,44,Various Artists,History Of Rock - Late 80s,43,42,2,1,0.955,0.023,EXCELLENT
Various Artists,Various Artists - More Songs Of The Eighties _PVG_,42,Various Artists,More Songs Of The Eighties [pvg],43,42,0,1,1.000,0.024,EXCELLENT
Various Artists,Various Artists - Music For The Millenium - The Seventies,17,Various Artists,Music For The Millenium - The Seventies,17,17,0,0,1.000,0.000,PERFECT
Various Artists,Various Artists - Music For The Millennium The Seventies,17,Various Artists,Music For The Millennium The Seventies,17,17,0,0,1.000,0.000,PERFECT
Various Artists,Various Artists - Oldies But Goodies,40,Various Artists,Oldies But Goodies,41,40,0,1,1.000,0.025,EXCELLENT
Various Artists,Various Artists - Popular Piano Solos,11,Various Artists,Popular Piano Solos,11,11,0,0,1.000,0.000,PERFECT
Various Artists,Various Artists - Songs Of The 60s _PVG_,60,Various Artists,Songs Of The 60s [pvg],60,60,0,0,1.000,0.000,PERFECT
Various Artists,Various Artists - The 1980s,30,Various Artists,The 1980s,30,30,0,0,1.000,0.000,PERFECT
Various Artists,Various Artists - The 60s And 70s Rock Score,9,Various Artists,The 60s And 70s Rock Score,9,9,0,0,1.000,0.000,PERFECT
Various Artists,Various Artists - The Best Childrens Songs Ever _Easy Piano_,103,Various Artists,The Best Children's Songs Ever (easy Piano),103,103,0,0,1.000,0.000,PERFECT
Various Artists,Various Artists - The Decade Series - The 1980s,30,Various Artists,The Decade Series - The 1980s,30,30,0,0,1.000,0.000,PERFECT
Various Artists,Various Artists - The Greatest Love Songs Of The 80s,25,Various Artists,The Greatest Love Songs Of The 80s,25,25,0,0,1.000,0.000,PERFECT
Various Artists,Various Artists - Ultimate 100 Pop Hits Of The 90s,101,Various Artists,Ultimate 100 Pop Hits Of The 90s,102,101,0,1,1.000,0.010,EXCELLENT
Various Artists,Various Artists - Ultimate Pop Sheet Music Collection 2000,84,Various Artists,Ultimate Pop Sheet Music Collection 2000,84,84,0,0,1.000,0.000,PERFECT
Vince Guaraldi,Peanuts Songbook,28,Vince Guaraldi,Peanuts Songbook,28,28,0,0,1.000,0.000,PERFECT
Vince Guaraldi,Vince Guaraldi - Peanuts Songbook,2,Vince Guaraldi,Vince Guaraldi - Peanuts Songbook,8,2,0,6,1.000,3.000,PARTIAL
Vince Guaraldi,Vince Guaraldi - The Vince Guaraldi Collection,9,,,0,0,9,0,0.000,1.000,NO_MATCH
Whitney Houston,Whitney Houston - The Best Of,10,Whitney Houston,The Best Of,10,10,0,0,1.000,0.000,PERFECT
Who,Who - Quadrophenia (PVG),9,Who,Who - Quadrophenia (pvg),9,9,0,0,1.000,0.000,PERFECT
Who,Who - Quadrophenia _PVG_,9,,,0,0,9,0,0.000,1.000,NO_MATCH
Who,Who - Who Anthology,44,Who,Who Anthology,44,44,0,0,1.000,0.000,PERFECT
Wings,Wings - Greatest Hits,13,Wings,Wings - Greatest Hits,13,13,0,0,1.000,0.000,PERFECT
Wings,Wings - London Town (PVG Book),8,Wings,Wings - London Town (pvg Book),8,8,0,0,1.000,0.000,PERFECT
Wings,Wings - London Town _PVG Book_,8,,,0,0,8,0,0.000,1.000,NO_MATCH
Wings,Wings - Over America _PVG_,19,Wings,Wings - Over America [pvg],19,19,0,0,1.000,0.000,PERFECT
Yes,Yes - Complete Deluxe Edition,29,Yes,Complete Deluxe Edition,29,29,0,0,1.000,0.000,PERFECT
Zz Top,Greatest Hits,21,Zz Top,Greatest Hits (2),21,21,0,0,1.000,0.000,PERFECT
_broadway Shows,A Treasury Of Gilbert And Sullivan Part 1,50,_broadway Shows,A Treasury Of Gilbert & Sullivan Part 1,50,50,0,0,1.000,0.000,PERFECT
_broadway Shows,A Treasury Of Gilbert And Sullivan Part 2,47,_broadway Shows,A Treasury Of Gilbert & Sullivan Part 2,47,47,0,0,1.000,0.000,PERFECT
_broadway Shows,Lambert And Morrison - The Drowsy Chaperone _Version 1_,1,_broadway Shows,Lambert And Morrison - The Drowsy Chaperone (version 1),2,1,0,1,1.000,1.000,PARTIAL
_broadway Shows,Lambert And Morrison - The Drowsy Chaperone _Version 2_,2,_broadway Shows,Lambert And Morrison - The Drowsy Chaperone (version 2),2,2,0,0,1.000,0.000,PERFECT
_broadway Shows,Lerner And Loewe - Camelot,16,_broadway Shows,Lerner And Loewe - Camelot,20,16,0,4,1.000,0.250,PARTIAL
_broadway Shows,Mamma Mia,15,_broadway Shows,Mamma Mia,15,15,0,0,1.000,0.000,PERFECT
_broadway Shows,Rogers And Hammerstein - South Pacific,7,_broadway Shows,Rogers And Hammerstein - South Pacific,18,7,0,11,1.000,1.571,PARTIAL
_broadway Shows,Steven Sondheim - All Sondheim Volume 2 BOOK,19,_broadway Shows,Steven Sondheim - All Sondheim Volume 2 Book,27,19,0,8,1.000,0.421,PARTIAL
